ID,Yield
ID_RIP1ZN0ST7I3,-1473606590107320.8
ID_BPS356NV28J7,-4944990076966668.0
ID_0KANA1KYEQKW,-351643067960273.5
ID_80MMCWDS27VC,-351643067825975.56
ID_CH1WWOXBV7L8,-281314454366364.84
ID_PM7YZSDTN1OI,-2924868407477841.5
ID_FR4XH94DJW50,-1406572271865620.8
ID_D1IDORABBOBP,-1054929203893520.6
ID_0BE8BMWG3A68,-4970629145060978.0
ID_RY2QD5TLB4US,-1230750737885617.0
ID_S8D99RRNCOMC,-527464601918516.8
ID_YZLW773BTIA3,-703286135922322.9
ID_FL8VHWG97QTI,-527464601933671.2
ID_JVLT86OR9T15,-1758215339824582.2
ID_NBSTAXAZ24X0,-6201379882934811.0
ID_43VRMQQ5E60F,-492300295136029.44
ID_HI4ACMU7M13J,-3628154543423927.5
ID_UI96L3AE8YXY,-1.5311156696702702e+16
ID_UXRI6OXKF50S,-7032861359341192.0
ID_FW06NS2YA7QW,-6137282212705367.0
ID_RA5OO0JVNOUF,-1406572271860773.5
ID_EVGU94YQTZWM,-210985840773237.2
ID_GHANLFEJN9UW,-140657227182300.02
ID_HXBFX8X2DD7B,-9026986313410810.0
ID_KUNLQSF5FM19,-1054929203894632.6
ID_7XXH76413XNT,-1476900885439922.0
ID_D58TIQKQLU7Q,-4267343009132148.5
ID_W5CLRPVGFRKH,-703286135868345.9
ID_A3Y0OIB0BE59,-2221582271544614.2
ID_C74NLELOCNTS,-1441736578646670.2
ID_2FIGN89QV44C,-4091521475144895.0
ID_QN4PJSV2CGSJ,-958961522203828.5
ID_V5W6AZBTURWA,-6488925280685784.0
ID_L6E0GOTVHSCD,-4794807611087795.0
ID_Q95BUWXK8RM3,-2045760737568115.2
ID_5TLXCFLTYF1F,-632957522329334.9
ID_GLBHSYJG9S5B,-1451261817354978.2
ID_3X3YHRC7IIN9,-668121829124400.0
ID_5H724YS64665,-4535837929452373.0
ID_U4Z5RN88FCZM,-2573225339518491.5
ID_05TGZGOMI6MF,-773614749525526.9
ID_0GCZV8RUSZK6,-4606166543048462.0
ID_UV06K1FM1SB5,-2573225339510595.0
ID_RCJZ3PORBWFV,-2045760737566733.8
ID_W1NL5CU9VHQS,-4794807611076886.0
ID_2WIYFQHMJPYD,-351643067935970.0
ID_BFFULEU6PVQ9,-351643067962131.8
ID_JN31K11BXQ0E,-281314454353367.4
ID_DS40FHVR9R7F,-4769168542979677.0
ID_DNOT9DTVZ6MQ,-1406572271858296.5
ID_Z58PO8MMX8YV,-2573225339517186.0
ID_NEYMBJKFHN1X,-2397403805525771.5
ID_RND7MNSA6LWV,-3413874407295895.0
ID_U407VXC7F9NZ,-2595570112260870.5
ID_ES753BBA75GB,-1262620749336398.2
ID_APRL4BTWWRW9,-2397403805515585.0
ID_S909ZPBZ39II,-421971681545622.56
ID_YYFP9SWEV0U5,-2806555953042065.5
ID_25EBTESPBHGZ,-1019764897101327.0
ID_W0W8TG7XRWE3,-853468601809532.4
ID_0FU2BPIOTMVD,-2109858407793670.5
ID_OF817VW3STNX,-1380933203774160.8
ID_7QATIJ9YSL1K,-3.4713834868563988e+16
ID_LBPW7URC7BBW,-2397403805529028.0
ID_7WYQ81JCM9V3,-70328613586500.695
ID_JGSVOGVN6522,-1054929203890873.9
ID_TOUB2GY1ZHXT,-1582393805841532.8
ID_9AJCTSUQG7FZ,-1406572271858555.0
ID_VKOZPEUVSDI8,-3803976077402929.0
ID_UG5GQ68S58OW,-703286135927624.9
ID_4RB8XK2ZB1IR,-4219716815599562.5
ID_Z3P4T6K6P2ED,-140657227174335.05
ID_VUGTKX63R5P0,-1099618749382141.1
ID_XMF3Q64FMLBK,-632957522329318.8
ID_DTWCZ9G9C8WD,-6553022950914873.0
ID_0MNYHJUPIOIT,-703286135930531.0
ID_ZGAL960JTO3R,-2397403805531923.0
ID_PK835TJNER3I,-2109858407793836.8
ID_KVGPYMSHB2WJ,-2045760737553423.2
ID_OWIQYP0I1HGW,-7901728495915406.0
ID_7RS2XDILJLBL,-879107669912634.9
ID_EDCLK08NMF0N,-703286135918626.1
ID_97Y87C3ANP5B,-760795215466708.5
ID_D3SKVOTTB4KQ,-3915699941151526.5
ID_APFVFYM11UU0,-703286135857211.1
ID_TAIVU9LHBYZ8,-1054929203895780.9
ID_NTR94XDRQIHZ,-2749046873508793.5
ID_8QCOFS2HXOJQ,-703286135922556.6
ID_7ZZVZZH08UWF,-351643067944586.5
ID_9NGVV4V11YU2,-175821533961089.53
ID_5G8RKC18KLXV,-351643067949719.8
ID_BSVRMHEKDQKD,-1054929203897727.4
ID_6Z12209FUIAT,-3100689941469166.0
ID_IRBHYP3G7UXU,-3880535634357998.0
ID_9PH4KNPDDVWS,-4443164543104862.0
ID_S4G0N1TJEDUG,-527464601937836.25
ID_OP7NSDQGR6AE,-351643067943315.7
ID_32RIU94UJDHI,-3497022554931064.0
ID_85WKQYHE0W5H,-3100689941448854.0
ID_2T4I23J42NUP,-879107669914884.4
ID_LOJZM912S2TH,-1230750737877988.5
ID_FQAR45VD4PQ5,-1582393805841401.8
ID_RA4Y3ZL70BWO,-1.7772658172463714e+16
ID_UH3QT7I1O24Q,-351643067957063.25
ID_P9OZQ56CX2YO,-632957522329297.8
ID_RB24VMV9FIGM,-351643067953494.4
ID_XECRIM8DR00Z,-3516430679651972.0
ID_EYIQ79MA3T5E,-703286135930524.0
ID_B0QBM2S1R9S7,-1368113669716919.0
ID_1L74BG9P0TKX,-703286135906823.4
ID_141KG0TOOCJ6,-1934036873792486.5
ID_IMKLSNJKVI4P,-1262620749326429.5
ID_253P6J7D92PW,-1054929203888393.1
ID_PCC17RCZX06S,-351643067951427.0
ID_7MUPVDZE1ZWB,-8007221416277833.0
ID_O994OZU1NP7E,-3509842088982297.5
ID_RFVKSMVILY31,-2573225339522283.5
ID_MTR7TTJ5LSBE,-175821533970967.56
ID_87QM8DS5HSU7,-2432568112321321.5
ID_8KXPBLV53NZK,-9877160619901212.0
ID_LQVS4LC3YRMB,-2813144543725474.5
ID_ISVACTKT5MAA,-2397403805532076.5
ID_C64B9DUNSCM1,-351643067956349.5
ID_ZXAE37OWUMFI,-773614749516347.2
ID_L7Y4MKY66OSL,-1.5662799764670482e+16
ID_TZ1FUOUR0Y8X,-3516430679666666.5
ID_D7HMR45HU1ZW,-351643067947131.3
ID_UCZXI2H7S2YD,-351643067966323.8
ID_7TU75PUQP312,-3516430679622658.0
ID_4ULCEP364DAF,-1054929203891760.2
ID_8EOY07K5LOC4,-703286135925773.5
ID_NK47MAUWJ8Z5,-175821533975308.38
ID_8ZCGIWU6GZLO,-1275440283385506.8
ID_SNIWSZ237UOD,-2199237498804841.8
ID_7LDSCZ2OPT0K,-2749046873496044.0
ID_TK2TH4JSJ1KB,-281314454361240.16
ID_UUXFZKSR58SC,-7831399882337503.0
ID_EVACECC6XIW9,-4069176702379326.5
ID_U2LSES0Y4I3C,-3356365327736916.5
ID_NEGU2TDNC4Y0,-175821533981602.6
ID_WCBHSOBP51H1,-1777265817225990.5
ID_SVRQ4NGZFMMP,-2813144543735512.5
ID_5TBBUKHYJ1KI,-773614749509894.2
ID_4AOR8R30LNOD,-703286135922749.0
ID_5XOUKBLNO7AC,-4219716815596834.0
ID_IQZTM1J018FS,-1758215339826048.8
ID_Q9VXX3O6IZOD,-1029290135798390.0
ID_HTEQD0S6QIB8,-888632908605057.1
ID_0GFT8KE7O9RP,-2285679941766871.0
ID_SHFI8L6O4DQ3,-2924868407475128.5
ID_64MUBP88ECF6,-1543935203704380.8
ID_EHYBYH7QLOSL,-351643067955136.2
ID_GTGEI6PS93QJ,-2749046873408905.5
ID_TL9C9OJ8G68U,-281314454372610.72
ID_SM1GWL52K1F8,-527464601939252.06
ID_DZW8R8ONEU66,-1054929203899217.9
ID_HBDA4P8811S8,-2813144543644539.5
ID_CJQOTSL074N8,-5146450679056223.0
ID_KZ0X60V9XQIG,-703286135856789.6
ID_0TWFZTV06NYT,-703286135924846.8
ID_PVJN35A46C0K,-703286135930367.2
ID_D732BOTXBLSI,-3928519475202644.0
ID_342GB00NU2X8,-351643067963739.5
ID_AQUL5HCLWJPM,-8886329086217239.0
ID_VU3938I1G9Z0,-703286135904006.6
ID_Y2ZY2HDPU6PE,-703286135932097.6
ID_SJD77GLF5ZFJ,-2637323009742426.5
ID_3T35R9QJBF2M,-703286135932558.8
ID_NQUTMXXK59YN,-4091521475145581.0
ID_SV7AFMBC72LB,-246150147573666.62
ID_PAPK30H37SIW,-1.6366085900608212e+16
ID_URRQOVPPCBQ4,-351643067955431.7
ID_CQPXYYK4KGB7,-527464601938859.06
ID_RJIJXF4OS4RL,-3915699941162227.0
ID_APUXW8HC4K6B,-6201379882943267.0
ID_61Q9C9GGPHDI,-1054929203880759.9
ID_ZWZRMNC7OOCV,-1706937203642150.2
ID_IYKX7HR08L6A,-4091521475121694.0
ID_AIG281L5ZHU8,-351643067967781.94
ID_NHUOZPKIO0BR,-703286135925299.0
ID_LLYN4K7KIT4R,-527464601936670.44
ID_0TSE5OLEV8WK,-527464601938894.8
ID_H992DU9HM8DQ,-175821533977053.6
ID_UK0CBXPBQ5RY,-4219716815599312.5
ID_RDPY3EBXFJ5O,-703286135917191.2
ID_5L97TY473GY5,-2813144543693873.5
ID_5B1X9MC1IFX0,-2595570112259060.5
ID_ECWVAC40SNWB,-527464601917422.75
ID_OE87AT5TAUEI,-879107669880624.8
ID_XR12GEBM8H2K,-6885257894155260.0
ID_LJ2AP4BNL25Y,-703286135890708.5
ID_LH311ABG9XDL,-703286135912451.1
ID_HXONOBB4HD6T,-773614749463624.6
ID_7AOOKABBB6N8,-3516430679650729.0
ID_Z17C9TLMF1MJ,-1601444283259683.8
ID_3PUBL95YQ1AF,-703286135930784.8
ID_3RUIBILNO5TH,-5785639144753370.0
ID_9VMYZE08M98X,-703286135930575.5
ID_6SDJYMNC1T2Z,-2397403805529577.5
ID_61DT371A8JKT,-527464601939054.4
ID_R51LYLFQUFIL,-2199237498793961.2
ID_MJYLQ159US1Y,-3868073747629628.0
ID_QQHLY17D6RBD,-6862913121400200.0
ID_Y84JBGTU3NGV,-1687886726233115.8
ID_V8BHOZICY6IF,-351643067953759.06
ID_DZ1R5TGC156F,-1758215339826697.2
ID_UQTR8CQ5LH50,-4219716815563404.0
ID_CK56LDNW1478,-1054929203872146.1
ID_QJGUBXWDDCRS,-1758215339832563.5
ID_H7YHR5OTSNS5,-3062231339335918.0
ID_8FRJCZZGLIRC,-5542783292515277.0
ID_U29DLWFB48GG,-351643067953505.2
ID_W3OHI7MAVC24,-527464601948435.7
ID_1ZY88AN5LZD4,-1054929203894331.2
ID_OC5EEB6B892L,-1054929203874888.1
ID_CMWPG2PIB75R,-1758215339825317.8
ID_NWEI411ITDHM,-2109858407797496.2
ID_G49PUGN2HFAD,-1895578271679746.5
ID_GSNP1IEZEQBC,-2924868407491537.0
ID_GJUS6RREHQ81,-1758215339814054.5
ID_7F8MCGYBVNP9,-879107669917358.9
ID_0L3CDZHQMEW6,-1054929203881116.4
ID_WWW8P7C0BWWD,-140657227171054.83
ID_K5SN27S6ODNO,-1758215339822151.5
ID_UFYYFX1MOUMV,-2397403805533539.5
ID_D0724QR6ZQQF,-4219716815600229.0
ID_PMSOXFT4FYDW,-527464601916363.56
ID_SO7VGCA3U32O,-1054929203890251.1
ID_FRF1EVPIL6HX,-5146450679046484.0
ID_82CBKU1NDJ0V,-527464601934144.1
ID_RX8DANVXO123,-2045760737552710.0
ID_ILC9A9DN5G2Z,-1406572271840204.8
ID_2GDKRWUIWI9Y,-2384584271495773.5
ID_RBQ5VAV4DJ5G,-1406572271855940.0
ID_UOQYVR79LGBI,-1054929203894320.0
ID_K6AD8QUXXR6Y,-4091521475127812.0
ID_J342KZ43X2VJ,-703286135931618.6
ID_XPEQ4HVRRQX3,-949436283405999.1
ID_AJUG34L464MU,-351643067944929.2
ID_JF3KG0PYDKQF,-738450442636737.1
ID_L9Y3DAFA0E72,-1054929203896365.5
ID_E6BGEQJGO571,-1543935203705446.0
ID_SP088I6KHJYU,-351643067951613.8
ID_044M7JJ7F7ZH,-5146450679056251.0
ID_FWCKHCWUI2ZA,-703286135911243.8
ID_RYVNAORY2187,-246150147560611.12
ID_AKABUF8B09YM,-949436283481892.9
ID_S2JJQXZHA1AS,-9985947835639650.0
ID_4QOOOG43P1EL,-2397403805527658.5
ID_X7Y0DSAFDFLN,-1406572271857470.5
ID_HBHBHNCY4HVH,-2899229339384921.0
ID_BD6WGXMV0N9M,-2397403805529331.5
ID_L96Q9Y8ZKZ8E,-527464601875641.7
ID_THWRW6UMVR43,-6114937439976117.0
ID_BORVFDCCKT0H,-1406572271858545.5
ID_2L25K22ZLQPZ,-2573225339512696.5
ID_YUL27A9GYMND,-4443164543080718.0
ID_8MKACM85VSCS,-1054929203780768.6
ID_4060CUEUW7HI,-351643067953950.06
ID_Q0SM7VK3YP8B,-175821533975866.0
ID_KFDMKLKS776M,-4091521475134642.5
ID_JFSU9KK3JSCO,-2234401805585231.5
ID_YDVQY6M9SDE1,-5283813610892528.0
ID_24UQHTEAU2MZ,-1828543953415459.8
ID_SGZSFYIOBIN2,-1054929203888960.8
ID_JNBPHXXIFBMH,-527464601925806.75
ID_ZDH7Q9PB2ZFC,-527464601939183.9
ID_Z8L5CROZXDD9,-2736227339454900.0
ID_BFWA63TCREXQ,-2199237498785388.0
ID_M3DHWRLA56N4,-5849736814971043.0
ID_7QNMKE9U82HO,-527464601932243.1
ID_75A7EFD9RIO4,-105492920384697.73
ID_ZGRBK42R4LAE,-527464601919115.5
ID_E69IMEJ5DN9Q,-703286135931165.4
ID_9GU549TH7ZK3,-1406572271837404.8
ID_32IOWXYS1DUU,-105492920391697.17
ID_055AL1ZL5ZQ3,-175821533978930.94
ID_1D24WF1F56XL,-351643067955276.2
ID_C8563RHWH4R1,-703286135921841.5
ID_FWYXQF7RP0NA,-984600590296623.8
ID_RUQF0NVO7GUP,-175821533979380.5
ID_U51NJXF1ANRX,-3915699941146880.0
ID_52E5N2X6YPZC,-632957522329882.8
ID_5605KFWD5KLI,-668121829125519.8
ID_RP1T12JOZ0W5,-4091521475133178.5
ID_1NJF183VW7MV,-3682369327621357.5
ID_YBW0BLUZSB09,-879107669910456.6
ID_EMWY1EBQA2OW,-3273217180115319.0
ID_PRZUQ2CC6YQL,-5146450679046474.0
ID_DR9MHVZLS2J3,-4430345009060617.5
ID_F9Z4KJ1ATXQX,-3075050873373380.0
ID_1IEQS1MMJVNU,-703286135912889.9
ID_Y5OJFJ4ELKBO,-3052706100611650.5
ID_OYZLWHPXC232,-2045760737555163.0
ID_RIJPB9ZK7QMJ,-1406572271855212.8
ID_5YLAHA1RPCLZ,-1406572271857724.8
ID_7YD43YGQEHAG,-175821533976217.94
ID_Z2128MPPJH3I,-879107669905647.0
ID_6E9C80EV7UVB,-703286135912946.0
ID_V292OF4LJFY6,-1732576271733313.0
ID_GZWEN5J0753A,-351643067961851.8
ID_DZJI74TH27S2,-2813144543724903.0
ID_VB20G3017OT3,-2813144543730518.5
ID_PFR5TR9NSJ44,-210985840760571.62
ID_CGEMGXF9GKAN,-1380933203777892.8
ID_UQN5YELSPFW4,-8183042950300310.0
ID_9KQ04PBVJQ2Z,-2269566112383657.5
ID_4XS5DB6R0W1W,-9014524426686980.0
ID_0LIP6T5ZSM47,-5146450679045604.0
ID_EKT3T87PW61E,-351643067952412.9
ID_8APYWALBVJJG,-2573225339443636.0
ID_IZNAGRDXI416,-1758215339817141.2
ID_O8JW768V2WBT,-1406572271850008.5
ID_QB1EGGOG4PKU,-527464601950475.1
ID_QL474TRJZ4KT,-2573225339514915.5
ID_JS00JMA9OC55,-514645067893023.06
ID_KX93WT2WM8KI,-421971681533776.9
ID_88T4KAWBOXD2,-2109858407793603.5
ID_AYEXJ449FHYB,-175821533977574.03
ID_WAMWUG0WHB97,-3516430679666075.5
ID_MNSBZZRLVYAB,-4267343009120669.0
ID_NIO4I0V8DWYJ,-3343545793712628.0
ID_NIZWE5DL0ZEP,-2109858407794065.2
ID_9NCKQGLK3SD9,-1934036873789254.8
ID_5OSGLVZW9D29,-1.7772658172471464e+16
ID_6XPJZR8ZCIC2,-351643067957695.5
ID_IY0SP642OW24,-2285679941769733.0
ID_RIYH64Y97QRK,-2573225339515058.5
ID_XSP6B48LKWT8,-1054929203892658.2
ID_W753O33BW3BB,-879107669913120.0
ID_RWJ0XTITY982,-2141728419238752.8
ID_EUEIBIX6TBO2,-5670620985654087.0
ID_WH5AACW8DNG9,-281314454362500.03
ID_NKCHBHQGHFQJ,-527464601941036.7
ID_55LF7DAPVUM9,-4769168542974142.0
ID_QCVF1IC80H55,-351643067950314.94
ID_TTYI3X4FHRSK,-808779056321470.6
ID_FAVZ1A7JE66Y,-351643067955538.5
ID_K3QDY7VQTJ4Z,-527464601935081.3
ID_SXVSUXY5UZAB,-4091521475121537.5
ID_5K5QDTT6M6RR,-351643067953883.2
ID_LVWYORSZVO3S,-105492920378927.16
ID_6ECLIA2352NF,-818304295028703.9
ID_W9B36B5RXLXB,-3516430679651090.0
ID_FBND5TKBJU4V,-421971681547167.0
ID_IEG1EPIW3QJE,-562628908735087.1
ID_XBAKEC3FGVOI,-4328146384022446.0
ID_YX1YSBJPV00F,-1543935203703618.5
ID_CNJ0199EZ0Z5,-2045760737566563.8
ID_9HZRXVLF8O7Q,-703286135919302.6
ID_N8DOGSGMLEEF,-386807374758671.6
ID_QTT6DFO6C20M,-2771391646250327.0
ID_84TIYB63GU2Q,-3167724259720039.5
ID_I13964DD6KTD,-703286135920170.5
ID_31NJ27Y0VJFL,-246150147562282.72
ID_SFCM114U57TL,-351643067961848.44
ID_JO7PGDO0GSL6,-703286135914484.6
ID_GL342CDVL9P5,-351643067945276.3
ID_89HGYIT9L72K,-4839497156573662.0
ID_GMN55BKSKYR7,-703286135891323.1
ID_IPCZ9G8W2MEV,-879107669908163.8
ID_YTTWCTKL25FS,-1406572271857999.8
ID_RXK77X7AJU1K,-4219716815597499.0
ID_7DF2UHVO2YDW,-4385655463559720.0
ID_S8ILQIMNR33S,-4283456838505052.5
ID_9CZKHNKM1I86,-1054929203885489.0
ID_QV0YP4S4M4EW,-2397403805529293.0
ID_6NW6LZZP4YSO,-3452333009434387.5
ID_11VV8EJUCW0H,-9634304767644474.0
ID_12B9ODTQEDJP,-1406572271861329.2
ID_O9F0DSRI883S,-421971681548882.94
ID_UGZM1YTX1O1E,-1.6366085900607526e+16
ID_K9QDUU90W0VF,-632957522319696.4
ID_NSYRKSMPHBU1,-1406572271848812.2
ID_VTPNQBR81BM9,-492300295138690.2
ID_39OMID9QCOG0,-703286135910420.9
ID_1PEZ9AQEX5YZ,-703286135926305.8
ID_KMV01O5FI1RE,-527464601939190.2
ID_D8YY9UAL3DUU,-2109858407773261.0
ID_MK1LEGI0K09C,-1054929203898904.5
ID_SIGZ0JBXQGOV,-351643067950396.8
ID_TVKRFN7WM03R,-8333225416184210.0
ID_0BEO9O1TBGD7,-316478761167765.25
ID_0LAUIA0BNIC1,-3954158543304328.5
ID_J3ASN4NEHJWU,-4548657463494458.0
ID_E0C4Y5E20718,-1230750737868917.8
ID_42C9CZBA94GA,-281314454362584.66
ID_YR8ZM2POXIMW,-4091521475128078.5
ID_CI5T4HTPFSD5,-5894426360460667.0
ID_A43CG1H8ISRO,-1604738578574489.2
ID_3CEHUW3S0G0K,-9589615222158226.0
ID_TXB3AVJR817F,-5785639144742357.0
ID_EARHOHWMJBZN,-2813144543731361.0
ID_3VLU0ZG4HZCJ,-1054929203896346.6
ID_BXY0XWQ3PB64,-1406572271848713.0
ID_QRR9XFG9T842,-2813144543726169.0
ID_EUX6TSC8JHCM,-351643067953769.1
ID_QFOI09YR3VXI,-3100689941467168.5
ID_YV25FQOXZ8MV,-549809374694036.2
ID_7FQESEUZAD3Z,-7109063268981723.0
ID_CNWL7DTP3YX4,-527464601939230.06
ID_T55BT4VODB0E,-3471383486851093.5
ID_RV1AQV8A2YO5,-1917923044421258.5
ID_4LD71OA2HWJA,-175821533966610.84
ID_MURY55Z0UGAN,-2221582271544844.8
ID_N2FMG5146H3F,-1029290135798496.4
ID_UTINEMLC3YZ8,-351643067953849.1
ID_2YV5CPEX8PQX,-3628154543418921.5
ID_G04CAJF9PJPJ,-527464601939467.94
